Respondent ID,Collector ID,Start Date,End Date,In silico medicine - Not at all aware,In silico medicine - Slightly aware,In silico medicine - Moderately aware,In silico medicine - Very aware,In silico medicine - Extremely aware,Patient-specific modelling - Not at all aware,Patient-specific modelling - Slightly aware,Patient-specific modelling - Moderately aware,Patient-specific modelling - Very aware,Patient-specific modelling - Extremely aware,In silico clinical trials - Not at all aware,In silico clinical trials - Slightly aware,In silico clinical trials - Moderately aware,In silico clinical trials - Very aware,In silico clinical trials - Extremely aware,Virtual Physiological Human - Not at all aware,Virtual Physiological Human - Slightly aware,Virtual Physiological Human - Moderately aware,Virtual Physiological Human - Very aware,Virtual Physiological Human - Extremely aware,Personalized medicine - Not at all aware,Personalized medicine - Slightly aware,Personalized medicine - Moderately aware,Personalized medicine - Very aware,Personalized medicine - Extremely aware,Digital Twin - Not at all aware,Digital Twin - Slightly aware,Digital Twin - Moderately aware,Digital Twin - Very aware,Digital Twin - Extremely aware,Q2 Biomedical Engineering,Q2 Computer Science,Q2 Data Science,Q2 Statistics,Q2 Mathematics,Q2 Other,Q3 Finite Element Analysis awareness,Q3 Lumped-parameter models awareness,Q3 Computational Fluid Dynamics awareness,Q3 Fluid-structure interaction awareness,Q3 Multi-scale 1D-3D awareness,"Q3 Extended (e.g. Augmented, Virtual, Mixed) reality awareness",Q3 Artificial Intelligence/Machine Learning awareness,Q3 Statistical shape modelling awareness,Q4 Finite Element Analysis,Q4 Lumped-parameter models,Q4 Computational Fluid Dynamics,Q4 Fluid-structure Interaction,Q4 Multi-scale 1D-3D modelling,"Q4 Extended (e.g. Augmented, Virtual, Mixed) reality",Q4 Artificial Interlligence/Machine Learning,Q4 Statistical Shape Modelling,Q4 None,Q4 Other method applied,Q5 Team members for CMnS,Q6 clinical premises,Q7 role for CMnS in clinics,Q8 Agree statement 1,Q8 Agree statement 2,Q8 Agree statement 3,Q8 Agree statement 4,Q8 Agree statement 5,Q8 Agree statement 6,Q8 Agree statement 7,Q8 Agree statement 8,Q9 Enrich diagnosis,Q9 Plan interventions,Q9 Compare different therapeutic outcomes (retrospectively),Q9 Teach,Q9 Study Pathophysiology,Q9 Inform the patient on disease progress,Q9 Predict/compare therapeutic outcomes,Q9 None of the above,Q9 Other usage,Q10 use for planning,Q11 Cardiovascular,Q11 Musko-skeletal,Q11 Cancer,Q11 Neuro-degenerative,Q11 N/A,Q11 Other types of intervention,Q12 name procedure,Q13 how often,Q14 Trust scale,Q15 Successful post-hoc in silico clinical trials,Q15 Successful a priori in silico clinical trials,Q15 Personal positive experience,Q15 Regulatory approval,Q15 Other evidence,Q16 Demo medical specialty,Q17 Country,Q18 Current position,Q19 Age group,Q20 Articles,Q21 Grants,Q22 Funding,Q23 Collaboration Europe,Q23 Collaboration North America,Q23 Collaboration South America,Q23 Collaboration Africa,Q23 Collaboration Asia,Q23 Collaboration Oceania,Q24 Involvement in CT,Q25 CE marking
12241349021,394364328,09/12/2020 12:31,09/12/2020 12:47,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,,Computer Science,,Statistics,,mechanics,Very familiar,Not at all familiar,Moderately familiar,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Very familiar,Finite Element Analysis,,,,,,,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Agree,,,,,,,Predict/compare therapeutic outcomes,,,No,,,,,N/A,,,Less than 5,8,Successful post-hoc in silico clinical trials,,,,,,Poland,assistant professors,35-44,10,01-May,250 000 euro,,,,,,,No,No
12241135592,394364328,09/12/2020 11:08,09/12/2020 11:19,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,Not at all aware,,,,,,,,Statistics,Mathematics,"clinicians, pharmacist",Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Not at all familiar,Slightly familiar,Not at all familiar,Moderately familiar,,,Computational Fluid Dynamics,Fluid-structure Interaction,,,,Statistical Shape Modelling,,,No,N/A,Definitely yes,Agree,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,,,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,No,,,,,N/A,,none of them at present,>20 times,7,Successful post-hoc in silico clinical trials,,,,,Paediatrics,France,Associate professor,45-54,20,01-May,no,,North America,South America,,,,No,No
12238336785,394364328,08/12/2020 16:06,08/12/2020 16:21,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,,,,Statistics,Mathematics,,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Very familiar,Slightly familiar,Very familiar,Not at all familiar,,,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,,,,Yes,No,Definitely yes,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Strongly agree,Agree,,,Compare different therapeutic outcomes (retrospectively),,,,,,,No,,,,,,,,,3,,,,Regulatory approval,,Oncology,Greece,senior researcher,35-44,,None,,Europe,,,,,,Yes,No
12237509239,394364328,08/12/2020 11:59,08/12/2020 12:08,,,,,Extremely aware,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,Biomedical Engineering,Computer Science,,,Mathematics,,Extremely familiar,Very familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,,,,,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,,,Compare different therapeutic outcomes (retrospectively),,,,Predict/compare therapeutic outcomes,,,No,,,,,,,,>20 times,10,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,Regulatory approval,,N/A,France,Senior engineer Retired,65+,0,None,Don't know,Europe,,,,,,No,No
12237257018,394364328,08/12/2020 09:59,08/12/2020 10:10,,,,Very aware,,,,,,Extremely aware,,,,Very aware,,,,,,Extremely aware,,,,Very aware,,,,,Very aware,,Biomedical Engineering,Computer Science,,,,Clinics,Very familiar,Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Moderately familiar,Finite Element Analysis,Lumped-parameter models,,,,,Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,No,Definitely yes,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Neutral,Enrich diagnosis,Plan interventions,,Teach,,,,,,No,,,,,,,,,8,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,Regulatory approval,,N/A,France,Head of the Lab (80 people),45-54,100,>10,,,,,,,,No,No
12234988428,394364328,07/12/2020 17:36,07/12/2020 17:42,,,,Very aware,,,,,,Extremely aware,,,,Very aware,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,Biomedical Engineering,,,,,,Extremely familiar,Not at all familiar,Moderately familiar,Moderately familiar,Extremely familiar,Moderately familiar,Moderately familiar,Very familiar,Finite Element Analysis,,,,Multi-scale (1D-3D) modelling,,,,,,Yes,No,Probably yes,Strongly disagree,Strongly disagree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,5-10 times,4,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,,,UK,Postdoctoral Research Associate,25-34,4,01-May,,Europe,,,,,,Yes,No
12232298114,394364328,06/12/2020 18:39,06/12/2020 18:45,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,,,,Mathematics,,Very familiar,Very familiar,Very familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,,,,,,Yes,Yes,Definitely yes,Agree,Neutral,Disagree,Agree,Strongly disagree,Disagree,Neutral,Neutral,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),,,,,,,Yes,Cardiovascular,,,,,,PCI planning,Less than 5,5,,,,,Randomised clinical trials,Cardiology,UK,SCL and Consultant,35-44,20+,01-May,?3M,Europe,,,,,,Yes,Yes
12230606028,394364328,05/12/2020 15:55,05/12/2020 16:02,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,Biomedical Engineering,Computer Science,Data Science,Statistics,,,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Finite Element Analysis,,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,Yes,,,,,,Neurovascular Interventions,coiling aneurysms  mechanical thrombectomy stroke,5-10 times,8,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Imaging,Nederland,Professor,55-64,485,01-May,6M,Europe,,,,,,Yes,Yes
12228400140,394364328,04/12/2020 17:58,04/12/2020 18:17,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,,Extremely aware,,,,,Extremely aware,,,,Very aware,,,Computer Science,Data Science,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Very familiar,Very familiar,Very familiar,,,,,,,,,None,,Yes,Yes,Definitely yes,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Disagree,Neutral,,,Compare different therapeutic outcomes (retrospectively),Teach,,Inform the patient on disease progress,,,,No,,,Cancer,,,,Predicting response to treatment,Less than 5,4,Successful post-hoc in silico clinical trials,,,,,Oncology,Germany,Director,55-64,300,01-May,10 Million ?,Europe,,,,,,No,No
12226603357,394364328,04/12/2020 06:40,04/12/2020 06:54,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,,,,Very aware,,,,,,Extremely aware,,,,,Extremely aware,Biomedical Engineering,Computer Science,Data Science,Statistics,,,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Not at all familiar,Moderately familiar,Not at all familiar,,Lumped-parameter models,,,,,Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Agree,Neutral,Agree,Disagree,Strongly disagree,Disagree,Neutral,Agree,,,Compare different therapeutic outcomes (retrospectively),,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,No,,,,,N/A,,,,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,,Anaesthetics,Germany,Anaesthetic Trainee & Research Fellow,25-34,4,None,,Europe,,,,,,Yes,No
